path,size_bytes,sha256
representative_traces/inventory/effects.csv,1340,82c4332378f97b4eb98ec9023d8ca5e6a42e4150e7224fb60517a6a3feb1e45a
representative_traces/inventory/events.csv,4333,b48bd02394c58ab53cb4d59e45664c30c76c5bc7a26b3fa431d5a8b5c1269be7
representative_traces/inventory/experiment_config.yaml,502,f36e9c954cebdf13323a249763d23868b4c281e190aa03ac354259833dc3ec4b
representative_traces/inventory/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/inventory/narrative.json,602,528d58c9f209931fc7c9d18fa6c872d6c6b6fd825507689eaa7828d8d12a503f
representative_traces/inventory/operations.csv,268,f45470ed178b00f77e3a7e1141e0d2c43580f53d1b06742695ae7d607f51b5c2
representative_traces/inventory/summary.json,343,55fd3985ffac2a7ddaa4c1499df242fdc7c62bfe4eaf842a95bd0e3a21ba9f05
representative_traces/notification/effects.csv,1355,7642a79dab436aabbf8a435615fe15eb48424bc22d1c88dd477e07d41ae7fba6
representative_traces/notification/events.csv,4346,00fabf7a0bb2b8c20f7b55e2f574d05940ca4e3cc2c8c182c5f275d9121d981c
representative_traces/notification/experiment_config.yaml,502,157913053be80254023984969cde21b62460c325ae9d1c7ada5de19bb781aa66
representative_traces/notification/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/notification/narrative.json,605,e7671f36e7d69953e8639ef0ec792210f3c0243b012c943863849d449f09b2aa
representative_traces/notification/operations.csv,268,2623b850a87e1565bd5306b6e212458c47ca56f594ba664cf112cdacaf524e00
representative_traces/notification/summary.json,342,fb82174b49b0fd33b7b5628ac218a638b6a47f64c708045d0aaa3ef22d509a91
representative_traces/payment/effects.csv,1270,e0aa886a5a97959da18457f618c5138d12f19c5aa2321ec6a78ef22e57414369
representative_traces/payment/events.csv,4168,3c1c32a0b4e47a079cdccf4dae098a340a4a1fb845d90a21d8914a4a5b9abb4a
representative_traces/payment/experiment_config.yaml,496,51ff44a13f57710dce67902be980ba34cccfc314832bb23acac72cb13bc1f954
representative_traces/payment/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/payment/narrative.json,591,8bd4c5f20b7631983bd6640cce2c213386787d97f1bdde6a27a1e3354baedfe8
representative_traces/payment/operations.csv,273,394711211511b5c12c6ba561ab435c7905cb472ead7ea071a5b6c79b3d527a39
representative_traces/payment/summary.json,329,4f362d043590b0edaa44e2eec1baa7c3046b42388fb13fd0608bd22e5ab66cc6
representative_traces/v0_f11_fanout10/effects.csv,2792,2996a473207c79504dd55f416273694d8e71be5bce499eb582d5262da8be0f0f
representative_traces/v0_f11_fanout10/events.csv,9618,48e3369a8cd6b8d23f729f260b002e39792696bffb2d4df7bb8dc8c0f2060bfe
representative_traces/v0_f11_fanout10/experiment_config.yaml,541,99dfb5cad59f03353f446933c0560bcd1f2bef1db3347de0106996f304304d41
representative_traces/v0_f11_fanout10/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/v0_f11_fanout10/narrative.json,606,681928ca8c07eed6c2d02356199b220d3f6cfcbaa8eaac9e30abad4d77d863c2
representative_traces/v0_f11_fanout10/operations.csv,287,723b4a04aff146d33f8ffc49d5224a5b477b1067b39ea1411e87c1d79054d1c5
representative_traces/v0_f11_fanout10/summary.json,348,1fb6bac9fdd0a16300ed58d6951815f8fb281f80e6265344d9695308f23eb6e6
representative_traces/v0_f3_duplicate/effects.csv,1270,6f9b02676b7b962a668146203e445ef25b43e7df66b056ef56fb8b3201e72b29
representative_traces/v0_f3_duplicate/events.csv,4174,6e41f1ef2cd2a302cd5670c9d13ff7163440c9079935a394351690ddac806d55
representative_traces/v0_f3_duplicate/experiment_config.yaml,496,c3a52571302af93b8b8ce918f7780e86354f86f6bea3bc4e6039c15929825d11
representative_traces/v0_f3_duplicate/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/v0_f3_duplicate/narrative.json,599,816f2c74fa11509021044abaec8df95b428d5dd7720ef1994fd2759dd8393347
representative_traces/v0_f3_duplicate/operations.csv,262,9326d61720c167f0f9f67bcab62e513caa588a503d07476e13d7473750c5b02c
representative_traces/v0_f3_duplicate/summary.json,332,4b79a59de654eb959b07af53cf67d0eb8f2b0bda2aff6c35a526b3032b8506ce
representative_traces/v0_f6_fanout10/effects.csv,2515,c49217b4681a5512317b0333c9577ff6fe6b271d9a7eff73678e8b8c20290c4c
representative_traces/v0_f6_fanout10/events.csv,8678,48cbe518b09375abf021096ed73372e34d333f7db2eb118225abd64c85d3ba25
representative_traces/v0_f6_fanout10/experiment_config.yaml,539,994ba21484a39fd662aa8507d6dfa3532287550709cfd0f515743ff94304cbbc
representative_traces/v0_f6_fanout10/ledger_transitions.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
representative_traces/v0_f6_fanout10/narrative.json,602,a0271f9e45161a44c0a4c000b5524729eccf143e0602f4a6b340fbae76516e93
representative_traces/v0_f6_fanout10/operations.csv,274,6637f8601fae2dae76bd2d3b85cf1c3618216a56f6b4e1d718571dd0d6912a75
representative_traces/v0_f6_fanout10/summary.json,348,f12adda3cb30d16816a12567919fa75096578864b96dedd4470dcca998d38756
representative_traces/v2_f3/effects.csv,314,27e518e80a7c1513dec4377f01f0074302d40f53c134865c719d29b4508d31d9
representative_traces/v2_f3/events.csv,2673,c286bbfb013352f49d083104c95af95a8672e97f320e4bf5deccd1c90f3aea43
representative_traces/v2_f3/experiment_config.yaml,496,eb00b661339494357be8729c92de0c8996944fa4735892ac836df3d7da64482c
representative_traces/v2_f3/ledger_transitions.csv,768,3b43a4436882ebd4bf15f9c753ffb15037976113afb837cd80c29c4814212e2c
representative_traces/v2_f3/narrative.json,589,ad46f74729f3da73515ba72b71603df8119eda032b76ced0a514e436b6123663
representative_traces/v2_f3/operations.csv,272,15ee2e9e5e411bacee360a4f26dc70881d40e5bcd6f55a4224f44826422f69ac
representative_traces/v2_f3/summary.json,326,049ef092e8d485d66fd75aa41fb609d57d70b670e595e69faa94baa05f6bdc2e
representative_traces/v4_f8_unknown/effects.csv,314,b14a8813ab68589a3bb336fb176270e29c7d623a213b4245ef283420d098af66
representative_traces/v4_f8_unknown/events.csv,2687,466ac51bdb3922828dc9cb97d7e12bb3ac6d1f7421539ab1c075298be1f254ba
representative_traces/v4_f8_unknown/experiment_config.yaml,496,9ea3996dcb75e0282aca9a3424aaff73f1b0d9964c7db2eaf657aae3d1597df9
representative_traces/v4_f8_unknown/ledger_transitions.csv,571,5d763510856e2d59feaddb660b2eced9163cac2c083cad53a0263ff40e59ed09
representative_traces/v4_f8_unknown/narrative.json,597,32221c8fd2c9f158f28c02d2e0e0f1f5cba9e77b9274cce0350270107ef02101
representative_traces/v4_f8_unknown/operations.csv,272,03c8b8f69aedb0884ff41a15a3556a9f43a2731772fe628aafff78597cb8126b
representative_traces/v4_f8_unknown/summary.json,325,bcbd58951841f5d87d519924a03ea8200cd5cc7f392bd189a15f3483b24cd588
representative_traces/v5_f11_fanout10/effects.csv,322,e32af2bad6304edf7dd58d07fc485d26f4110c33bda34e68d0105a516cbccdc5
representative_traces/v5_f11_fanout10/events.csv,5514,25e263ca0fe45456f569bbd7520fcad92c5f2f3d523bb0e616dfb68f657c05e3
representative_traces/v5_f11_fanout10/experiment_config.yaml,541,a39772cbdcaa9089c65ffb1f461322ed2198e9ec4eb62b06ade09808bf183bab
representative_traces/v5_f11_fanout10/ledger_transitions.csv,991,3dfe882f5ece418d8807b82c82ac860d51ea42e46cd3c2a55b149c70d8190235
representative_traces/v5_f11_fanout10/narrative.json,610,622f62cf1c141d2142f113939552ea0a499c866135ac68b9a8544ab7e2a6763b
representative_traces/v5_f11_fanout10/operations.csv,273,23b0b4147f3eab6b4f7f147548c513bc5350791cd5ed766e270e6d44ac02e490
representative_traces/v5_f11_fanout10/summary.json,335,3a14d510d36f7e8aa4e67896bd83b6e06bd8ada675b872670415b99ff4385132
representative_traces/v5_f6_fanout10/effects.csv,319,804287d93d40278079d651b4fed2d55bc17a9bc44b96fd91cca30be025bd537b
representative_traces/v5_f6_fanout10/events.csv,4996,660390ef546b8a519ff7acf5ad98edcd98b4f0921963bdb1ef9dfdf52a0c1475
representative_traces/v5_f6_fanout10/experiment_config.yaml,539,a73342abc8bed0308969e8b380792d6ceea081365cc107866cf4b6192457e347
representative_traces/v5_f6_fanout10/ledger_transitions.csv,981,da5f3144d3f7bed02cedaaf9cc26d967cb99279bc70d7ac034598e6adeb3f431
representative_traces/v5_f6_fanout10/narrative.json,605,5235ba05081ce991f1685c03bb7ebda731bd2fe5594335eb12f1b5dfc0cab4a3
representative_traces/v5_f6_fanout10/operations.csv,270,4a80771d694082b7a7b61575e1063fac645793428f9e35f2d1acbbf458c471dd
representative_traces/v5_f6_fanout10/summary.json,381,040744070ffaca46e1a552980d7c288788371eac54dde97a6a95a7f8bd8063f3
representative_traces/v5_f8_reconciliation/effects.csv,314,2c1674b8978f8d5f4a91f89d4edbcf31c29850e170644a2db06684e148f6a07e
representative_traces/v5_f8_reconciliation/events.csv,1935,71902062fd65981c5ef3736a3a4a7bc0117d390293082eae5215e2eff1ddb1bb
representative_traces/v5_f8_reconciliation/experiment_config.yaml,496,a2cb4e48ebd22838d3237452898d9bd912f20f7e39052b785304e9dc54598094
representative_traces/v5_f8_reconciliation/ledger_transitions.csv,1150,a3265bc92ccce7b5a568524a96e1604f4ed54c2e38b781dc007a1176f1b6653f
representative_traces/v5_f8_reconciliation/narrative.json,610,d44ebd2f93c41fda13070102887ac49722575c59828b1e343b602151f93e474e
representative_traces/v5_f8_reconciliation/operations.csv,271,38e60625329a6fee1e7087bc4d1f90e7f66899c78f5168613dbd5977387388ee
representative_traces/v5_f8_reconciliation/summary.json,347,ebcdcff077be08ee3fc1b8313552140abb68e077e67116713b606b7386c45900
reproducibility/environment_metadata.json,997,c2a24ac93268db0210ed903c489911cc2f410e443aab299043987bf23d03e9b1
reproducibility/known_analysis_corrections.md,556,8fdc412fec84f6703d9606805da94e49d7829342b549e18147e05d1467dadcd0
reproducibility/manifest.csv,625452,fb6d414d03112bc4e7873b6d174d5de724bd82525c70aefa11415e29dd531874
reproducibility/phase6_execution_status.csv,1001097,149a9e82e31faff3f1059e340f5c560175e4d6e3562af62c82a670e5c53ed6c5
reproducibility/phase7_analysis.py,55903,43cf0739499741dfd8f36bdf3849c875c7b2b8ca0c8e31f469c71d6158384302
reproducibility/source_manifest_sha256.csv,555403,e13cdc6f4094c4c6d69855c59d7ea40627bfb31c63193cc883a36afa5434a24a
reproducibility/stage_6a_audit.json,4114,d38f920c4f4787264b10abf3245cd06e9791e62d2477a2ecd6082b90eaed6bdd
reproducibility/stage_6b1_f3_audit.json,4129,677feab4271a4946f5e621626cfe24dddc16ac9a94665e500e7189a33638aa15
reproducibility/stage_6b2_f4_audit.json,4127,b396050a9c2eeb8b4c926e06f929013b050ee942c0d2c61e627b2256ca7eae49
reproducibility/stage_6b3_f8_audit.json,4128,30cb4699f73ff676108e763d8f4b1d9f4a4cf6898c6c831a89fcf23b5aa7e49f
reproducibility/stage_6b4_f9_audit.json,4125,626dabed27c07070a12b4eb2e84daef2418997ab4802f0d3b5d4bd1a9a50f032
reproducibility/stage_6c1_f5_audit.json,4133,05257b424485528388fa99bb715f44e4c1c652a8c5e3a2724c26f4fb387e8bd0
reproducibility/stage_6c2_f6_audit.json,4139,f1090273f35696714835233c967fc9ad81d6a041cdd5e5e0a4427b715c43576c
reproducibility/stage_6c3_f11_audit.json,4136,8e219beea4e28719339c058a56cf511c2cc27a64d3989e854c89b4cb368ee8c5
reproducibility/stage_6d_audit.json,4131,7ec756039040bfda817e3d999bc1fb4f00b9ecad2eddc5b2ffc339190792835b
reproducibility/stage_6e_audit.json,4132,e547ec9de53c29ef448ec4b921392311e89bb032fc899cf64c1fd32555caddfc
reproducibility/stage_6f1_payment_audit.json,4149,85b0fdaa76dc106bedd8ca36f1f04ba6f6797098878d1fe9646b445cb0add5ac
reproducibility/stage_6f2_inventory_audit.json,4154,249b0313b747f4f4dbdcaf1043b857bb080f72793263281e04e70e3a480ed280
reproducibility/stage_6f3_notification_audit.json,4149,eee8311a211cb17931b3e2e8d6d7b34703cae3e4db0121044a2aa02b7001c8f7
statistics/comparison_registry.csv,1686,efb32fd71f4566e1e6b0f13bfed8969942a9c94104250d9dd3dcb97aa90741f0
statistics/effect_sizes.csv,5992,3e13a10a11aa5365dc45b51aef3009e3e6aa929b40de8e73eba8b8fd502e09b6
statistics/hypothesis_evidence.csv,2482,d780a7f735c77914ff4320c50c7bde691be9681b7986072c8ae8f5cff4d5c3e3
tables/RQ1_evidence.csv,2616,7e6d56c5a84764527ebbdb36ac16d6621be5a8f42bf454683421710ac39c6938
tables/RQ2_evidence.csv,1501,96507ba3a0df91fc56aaab1b15ba8227ae799c5f8843b3dbd9dc2616b0a23bb6
tables/RQ3_evidence.csv,1112,0de13ae6bbd8c8db84ec4d5bfdc4723a4855a505e5a93f4b54cbeb9077825e07
tables/RQ4_evidence.csv,2340,fffb45efd3402cdd54a9401367d6d39d50e744a1017765ee9b59cf249c5d1c48
tables/c0_limitation_evidence.csv,4586,a8f3efc1b7873770c6b3d6b4c24f64ae97569d96f23813f48aa008a106216c6d
tables/exactly_once_effect_audit.csv,17920,adb3eba7187cd35033b323eab55999baa62b9bf4193d0f2046b9aaef835840e5
tables/failure_rate_response.csv,107460,8ea3befe9e7ee76dccf080835e0c3e5c530b30a3759cc87d63bb3239cb87ce2b
tables/layer_placement_analysis.csv,3204,d28ae2b7fa18b5af279841b53a5911c6f4266dae095028703b1fa084e45441b7
tables/master_descriptive_summary.csv,575015,199078bed943ff62978b06499a92205925dd72edd20c86184c9e512fa4b2c2dc
tables/paper_table_1_experiment_design.csv,1795,5cc35d63c4259086d9b3a65e621e2cebf1818ea8cddf96923f69021624e8e93d
tables/paper_table_2_baseline.csv,3954,2378635e1a784a6224e529a19a25772a7026cd94a9428789ed9e567067ece5a5
tables/paper_table_3_ambiguity.csv,246355,b97aae832e605ac03431c91b4fa7eee5afecb609c7b44757145612c8d37faa39
tables/paper_table_4_reconciliation.csv,177516,9f0370d17d85b1397372e48e48ff3b64f8cdb5f598aa7c611bfd83d33a6579e1
tables/paper_table_5_duplicates.csv,46477,13e534f406cb940cb9057f5dd27c51d2c6d062c0a465460ce5ba4a19aa3d1be4
tables/paper_table_6_capability.csv,11741,cedb4f5bdc43d5032f361048615e32c8059fb2174c022d2896126bf3be057186
tables/paper_table_7_generalization.csv,33409,a975f2f56f4da5e60f487844c50d8adb6e34075011f342fe2ab48c30792cc6d6
tables/practical_effect_magnitudes.csv,3242,8a68dff604a69e4a6817276c722f19dcca58cacdb8fbc3d66a09344a4e93bd7b
tables/reliability_cost_tradeoff.csv,1941,c9b36b3971ed0adc0af0922e2a98796b1ba13445ac64f1dca7acf092706b621a
tables/retry_amplification.csv,40109,a133a37d006ca3b1b003a4dc62dea6a695e8fb74cf4f5fe2f91ea9caaf9d869d
tables/rq1_ambiguous_failures.csv,246355,b97aae832e605ac03431c91b4fa7eee5afecb609c7b44757145612c8d37faa39
tables/rq2_capability_placement.csv,11741,cedb4f5bdc43d5032f361048615e32c8059fb2174c022d2896126bf3be057186
tables/rq3_ambiguity_recovery.csv,177516,9f0370d17d85b1397372e48e48ff3b64f8cdb5f598aa7c611bfd83d33a6579e1
tables/rq3_duplicate_pressure.csv,46477,13e534f406cb940cb9057f5dd27c51d2c6d062c0a465460ce5ba4a19aa3d1be4
tables/rq4_baseline_overhead.csv,3954,2378635e1a784a6224e529a19a25772a7026cd94a9428789ed9e567067ece5a5
tables/rq_generalization.csv,33409,a975f2f56f4da5e60f487844c50d8adb6e34075011f342fe2ab48c30792cc6d6
tables/safe_controls.csv,20233,eb61c8b901c497b2e892b59dd0d890dafca1dc1de1815a468a8ba7b3f2f2e8fd
tables/seed_robustness.csv,18543,b90f1c15feaf6903ebefc15be969ca9d4760590efd84eaaa2464a33a449d9203
tables/v4_v5_deep_comparison.csv,40354,bc7be2c7e89cb170f90e4cfb951462ceb1abed6e20ce321881d8233e564cd302
